step	train_loss
0	0.25426700711250305
1	0.16490182280540466
2	0.13388186693191528
3	0.07677730172872543
4	0.056489113718271255
5	0.020390411838889122
6	0.013680463656783104
7	0.01253977045416832
8	0.01005198247730732
9	0.021296946331858635
10	0.028481440618634224
11	0.03194538876414299
12	0.03391118347644806
13	0.03302763029932976
14	0.03299693018198013
15	0.03504948690533638
16	0.02758338861167431
17	0.019847514107823372
18	0.013813323341310024
19	0.01225542277097702
20	0.011039282195270061
21	0.007733817677944899
22	0.008521015755832195
23	0.007214754354208708
24	0.008466871455311775
25	0.011149322614073753
26	0.010407160967588425
27	0.009696614928543568
28	0.00856504775583744
29	0.008726715110242367
30	0.007161322049796581
31	0.006555797997862101
32	0.006140753161162138
33	0.005261090584099293
34	0.005984014365822077
35	0.0058146631345152855
36	0.004884392023086548
37	0.005088775884360075
38	0.004666854627430439
39	0.005149872973561287
40	0.004362671170383692
41	0.004107775632292032
42	0.0033686694223433733
43	0.004172512795776129
44	0.005987961310893297
45	0.006413434166461229
46	0.0031921714544296265
47	0.005476319696754217
48	0.004001807887107134
49	0.00534735806286335
50	0.003648278070613742
51	0.0034874954726547003
52	0.003730720840394497
53	0.00372463115490973
54	0.0026328801177442074
55	0.00344172865152359
56	0.0033498278353363276
57	0.003754305187612772
58	0.002921553561463952
59	0.004067369271069765
60	0.002991928020492196
61	0.0027598468586802483
62	0.0031007612124085426
63	0.002140850992873311
64	0.0026837713085114956
65	0.00289811659604311
66	0.002707329113036394
67	0.003068630350753665
68	0.0021094689145684242
69	0.0023163994774222374
70	0.001866243313997984
71	0.0022540392819792032
72	0.002267120173200965
73	0.0023244800977408886
74	0.002123130951076746
75	0.0028384102042764425
76	0.001979112857952714
77	0.002023586304858327
78	0.002316527534276247
79	0.0026107572484761477
80	0.002378650940954685
81	0.003039975417777896
82	0.0022716976236552
83	0.0027636378072202206
84	0.0023468525614589453
85	0.0024470030330121517
86	0.0020356099121272564
87	0.002685935003682971
88	0.0024058360140770674
89	0.0028901949990540743
90	0.0018088631331920624
91	0.001841481658630073
92	0.0020886403508484364
93	0.0027310324367135763
94	0.0018790161702781916
95	0.0017395353643223643
96	0.0019666932057589293
97	0.001817121054045856
98	0.0023534563370049
99	0.0019591045565903187
100	0.0022181530948728323
101	0.0019330737413838506
102	0.001956655876711011
103	0.0017591506475582719
104	0.001814254792407155
105	0.0017951794434338808
106	0.0014708698727190495
107	0.0023186702746897936
108	0.0019063177751377225
109	0.0018933673854917288
110	0.0013257581740617752
111	0.0019212609622627497
112	0.0018840343691408634
113	0.0016525202663615346
114	0.0018677822081372142
115	0.0022913033608347178
116	0.001657029497437179
117	0.0020489550661295652
118	0.002448121551424265
119	0.0018016175599768758
120	0.0015792566118761897
121	0.0016885721124708652
122	0.0014157932018861175
123	0.0019206942524760962
124	0.0018868384649977088
125	0.001742133405059576
126	0.001727706054225564
127	0.0011922215344384313
128	0.002078223042190075
